report_number,classification,date,latitude,longitude
6164,Class B,2002-10-09,39.0621,-105.0138
6538,Class B,2003-08-02,37.70835,-107.9584
6755,Class B,2003-08-30,37.4125,-108.1292
9018,Class B,2004-06-01,37.38334,-107.4667
12576,Class B,1978-10-18,40.55415,-106.7084
12802,Class B,2005-10-07,39.4455,-105.0787
12904,Class B,2005-09-09,39.29325,-106.1215
13699,Class B,2005-10-17,40.00385,-107.4381
14997,Class B,2006-06-10,37.89225,-107.1971
16038,Class B,2004-08-01,39.01577,-106.7522
16648,Class B,2006-11-04,40.277,-107.8708
16661,Class B,2004-01-15,40.4805,-106.7682
19804,Class B,2005-09-20,37.3199,-106.3325
20028,Class B,1987-10-15,38.9969,-108.1098
23065,Class B,2001-09-15,37.2362,-106.541
23305,Class B,2005-11-07,39.879,-106.6735
24068,Class B,2008-06-21,37.26505,-106.4745
24194,Class B,2001-09-04,39.15735,-106.4213
25511,Class B,2008-10-12,37.33815,-107.501
25552,Class B,1997-09-20,38.91,-105.275
34078,Class B,2011-10-14,37.56055,-105.2869
41935,Class B,2013-08-05,38.68775,-105.047
13585,Class B,2006-01-17,41.51105,-72.46315
18333,Class B,1987-11-01,41.86425,-73.00099
61150,Class B,2010-07-13,42.00356,-73.32587
28720,Class B,2010-08-16,38.88665,-75.3793
37386,Class B,2012-11-13,38.71,-75.36536
39121,Class B,1999-02-15,38.676,-75.18375
430,Class B,1981-08-15,29.10855,-82.75685
595,Class B,1983-07-16,28.76465,-82.42065
598,Class B,2000-10-28,29.01175,-82.03495
747,Class B,1999-10-15,28.9935,-80.933
1079,Class B,1981-10-15,28.662,-81.31985
1283,Class B,1992-02-15,25.782,-81.07385
1480,Class B,1996-10-15,29.08405,-81.59005
1608,Class B,1980-07-15,28.021,-81.8642
1719,Class B,1972-03-15,25.4817,-80.5158
1831,Class B,1994-09-15,26.28585,-80.17845
2848,Class B,2004-11-07,28.98195,-80.86715
2915,Class B,2001-03-01,25.84875,-81.3142
3918,Class B,1985-09-01,27.9664,-81.95285
5510,Class B,1980-06-30,29.12915,-81.63025
5519,Class B,1972-05-15,30.32305,-85.4427
6992,Class B,2004-02-17,26.6685,-81.8768
7109,Class B,2006-10-07,30.0771,-81.39806
7627,Class B,2004-02-15,28.41655,-82.1426
7692,Class B,1979-10-01,29.1299,-82.58765
7792,Class B,1998-01-31,29.8398,-85.0681
8561,Class B,2004-08-05,27.1788,-82.20475
8935,Class B,1985-11-15,27.84434,-81.30249
9885,Class B,2004-12-04,26.6878,-81.6143
10192,Class B,2006-06-11,31.00009,-87.00008
11387,Class B,1994-03-01,29.0765,-81.8945
12068,Class B,2005-05-24,29.29063,-81.08198
12351,Class B,2005-08-19,29.7788,-81.45421
12628,Class B,1990-06-01,28.555,-82.055
12903,Class B,2005-02-11,29.04865,-81.4692
13048,Class B,1982-09-01,26.529,-81.6455
13313,Class B,2000-10-14,30.28881,-85.64108
13889,Class B,2007-07-15,26.09729,-81.71505
13961,Class B,2003-08-15,27.35644,-80.96515
13976,Class B,1980-02-01,28.917,-81.898
14100,Class B,2006-03-11,28.966,-81.649
14181,Class B,2006-03-16,30.993,-85.97701
14271,Class B,1975-09-01,26.0645,-81.3615
14719,Class B,2006-09-05,30.2637,-81.49433
15310,Class B,1995-05-01,27.8565,-81.8995
15318,Class B,1997-10-01,25.86895,-81.1498
15694,Class B,2006-09-02,28.5465,-81.5545
16347,Class B,2006-10-09,26.1699,-80.98849
16823,Class B,2006-12-01,27.9013,-81.58581
17011,Class B,2007-04-19,26.28516,-80.27977
17043,Class B,2006-11-26,27.445,-82.391
18349,Class B,2007-03-23,30.10534,-81.89438
18395,Class B,1996-05-01,27.928,-82.124
18737,Class B,2005-04-09,25.953,-81.356
19232,Class B,2007-05-19,29.3396,-81.0834
19354,Class B,1993-07-01,28.99487,-81.78879
20333,Class B,1983-07-01,26.7621,-81.8539
20420,Class B,1987-06-01,26.283,-81.2521
20981,Class B,1994-06-15,30.26682,-82.87125
21254,Class B,1995-12-15,30.08341,-85.11039
21849,Class B,2007-10-15,30.03042,-81.90182
21979,Class B,2007-11-10,30.31709,-82.8436
22074,Class B,2005-09-01,28.54028,-82.11083
22156,Class B,2007-12-09,25.901,-81.303
22358,Class B,2007-03-15,28.80455,-81.45354
23399,Class B,2005-03-13,30.79,-85.685
23498,Class B,1986-11-15,30.07067,-82.38086
24134,Class B,2008-06-30,28.63434,-81.14076
24241,Class B,1975-06-18,25.19935,-80.87379
24441,Class B,1993-10-15,30.90529,-86.68372
24619,Class B,2008-09-04,30.0461,-81.9347
24893,Class B,2008-10-10,29.56871,-82.05391
25037,Class B,2008-11-11,30.75,-86.65
25577,Class B,2003-03-15,28.48106,-81.11927
25979,Class B,2009-05-17,29.77291,-81.8592
26271,Class B,1998-11-22,26.91319,-80.48412
26276,Class B,2006-04-12,30.43412,-82.28943
26393,Class B,2006-11-20,30.59612,-83.649
26577,Class B,2009-06-18,30.25389,-81.8992
26947,Class B,2009-11-21,30.9725,-87.265
27145,Class B,2009-12-14,29.95301,-82.0125
27587,Class B,2005-10-20,27.07842,-81.99105
27778,Class B,1974-12-20,29.22079,-81.80539
28263,Class B,1981-11-21,30.11597,-83.89289
28450,Class B,2010-10-31,28.84542,-82.20726
28678,Class B,1961-03-18,28.90854,-82.34611
29371,Class B,2007-11-24,29.28942,-82.92592
31122,Class B,2011-11-20,30.0809,-81.7624
31153,Class B,2011-07-04,28.98491,-81.43248
31680,Class B,2007-10-23,29.4076,-81.12167
31933,Class B,2012-01-08,29.32605,-82.61581
32227,Class B,2009-08-16,26.1875,-81.69245
32302,Class B,1989-12-15,30.55044,-83.48494
32308,Class B,2011-12-12,28.36168,-82.11937
33088,Class B,2012-01-17,29.94974,-82.15501
33784,Class B,2000-07-15,30.13156,-82.96643
34426,Class B,2011-12-05,29.41889,-81.13924
34787,Class B,1983-08-25,28.40593,-81.5547
35218,Class B,2012-03-11,25.889,-81.3215
35330,Class B,2012-05-07,26.91675,-81.96517
35474,Class B,2011-09-18,29.47529,-81.78307
35574,Class B,2012-05-28,28.91605,-81.32394
35769,Class B,2011-08-26,28.13136,-81.00677
35940,Class B,2012-07-06,30.36186,-81.41444
36112,Class B,2012-07-27,28.97672,-81.23386
36634,Class B,2012-09-29,29.4694,-82.71979
36682,Class B,2012-10-09,29.74815,-82.44075
36710,Class B,2012-10-19,28.56308,-81.03185
36826,Class B,2012-10-27,28.54293,-80.94411
36915,Class B,2012-11-11,28.45786,-82.04508
38104,Class B,2012-12-05,26.9807,-80.31353
38893,Class B,2010-11-10,25.73951,-80.48021
39014,Class B,2012-12-25,27.10589,-82.30699
39338,Class B,2013-01-22,28.11468,-81.35342
39382,Class B,2010-04-15,26.03808,-81.64948
40019,Class B,2013-02-23,29.96828,-81.4048
40564,Class B,2013-03-22,30.62555,-86.54302
40584,Class B,2009-05-01,27.34928,-81.03941
40901,Class B,2013-02-24,28.96416,-81.21989
41265,Class B,2013-05-16,27.93531,-81.87347
41275,Class B,2013-05-23,28.45247,-81.01299
41309,Class B,2013-04-29,28.525,-81.95499
42134,Class B,2012-11-18,28.12565,-81.02086
42293,Class B,2010-12-24,28.29324,-82.35606
42885,Class B,2003-10-15,30.46805,-85.4937
43381,Class B,2012-10-15,28.69205,-81.7089
44404,Class B,2003-04-15,28.8555,-81.306
45551,Class B,1974-07-19,26.83656,-80.18501
45883,Class B,2013-04-13,28.05144,-81.51359
48599,Class B,1991-01-11,29.07718,-82.74918
65655,Class B,2013-05-15,26.18326,-81.24751
67296,Class B,2007-01-18,30.2386,-84.7025
1865,Class B,1999-05-08,34.0474,-84.68864
2093,Class B,1999-05-20,34.1226,-84.7038
2094,Class B,1999-06-16,34.1088,-84.6971
2100,Class B,1974-04-30,33.97005,-84.20175
2278,Class B,1986-06-15,32.0321,-84.43484
2589,Class B,1998-08-04,34.66005,-85.4034
3094,Class B,1987-09-01,34.36725,-84.57616
4109,Class B,1995-06-15,31.9621,-81.88995
4236,Class B,1965-06-15,33.4119,-82.13665
7004,Class B,2003-10-02,34.1962,-84.50055
7088,Class B,2003-10-07,34.77525,-85.3297
7356,Class B,1976-01-02,31.98125,-80.89485
7464,Class B,1974-11-01,34.66029,-85.39171
7575,Class B,1982-11-23,32.34705,-82.2464
8880,Class B,2005-06-15,34.7064,-83.8329
9001,Class B,2004-07-15,32.80865,-84.25755
11030,Class B,2007-01-16,34.69895,-85.34145
13178,Class B,2005-11-25,34.66255,-83.76585
14887,Class B,2006-07-05,33.81283,-84.80283
15329,Class B,2006-07-26,31.0614,-83.07575
17249,Class B,2006-12-31,34.37537,-83.77232
17308,Class B,1984-10-01,33.9844,-85.3582
17477,Class B,2003-08-12,31.2137,-82.77173
17957,Class B,2007-02-15,34.71425,-83.62215
18001,Class B,1999-08-13,34.4447,-83.59509
18361,Class B,2007-03-24,32.13781,-81.34159
18377,Class B,2006-12-18,33.81461,-85.15337
18439,Class B,1987-09-19,31.55762,-81.47213
19129,Class B,2005-04-21,34.8983,-84.6216
21145,Class B,1979-10-15,33.89761,-82.4975
22813,Class B,2005-08-15,34.4826,-85.10299
23701,Class B,2005-07-03,34.6527,-84.0354
23978,Class B,1990-10-20,34.78035,-83.78375
24393,Class B,1977-07-30,31.30062,-84.02254
25574,Class B,2009-02-22,34.94325,-83.18237
25693,Class B,2009-03-15,34.70107,-83.6746
26019,Class B,2006-06-21,33.796,-84.79601
26396,Class B,2007-11-15,31.30952,-82.74675
28982,Class B,2011-03-11,30.79456,-84.78122
29530,Class B,2011-06-20,34.17769,-85.19659
30483,Class B,2011-08-25,31.85605,-83.57655
30730,Class B,2011-09-28,34.62689,-85.42266
32254,Class B,2011-08-27,34.06787,-84.79704
35352,Class B,2012-05-09,34.70157,-83.45181
35631,Class B,2012-05-30,31.62608,-84.16016
41169,Class B,2013-05-10,33.95003,-85.35133
43553,Class B,2006-09-25,32.74985,-82.24796
44571,Class B,2011-11-24,31.71434,-84.60457
49544,Class B,1986-09-12,32.39858,-82.30919
2509,Class B,1999-12-12,41.48453,-96.01464
3049,Class B,1985-02-15,40.4415,-91.4261
5072,Class B,1977-09-01,42.9074,-94.3841
6394,Class B,1976-01-14,41.02174,-92.73979
16714,Class B,1970-06-01,42.55576,-96.47562
22945,Class B,1981-02-04,41.65225,-90.59601
23448,Class B,2006-10-07,45.8618,-91.75641
24056,Class B,2008-05-28,40.8348,-93.85965
27141,Class B,1989-07-04,41.76392,-90.55585
27978,Class B,1973-07-01,41.76292,-91.59415
28427,Class B,2010-10-24,43.32922,-92.06343
33490,Class B,2011-02-15,42.6766,-94.20245
35883,Class B,2010-04-15,41.7822,-91.57033
36514,Class B,2012-09-21,42.50969,-90.84215
39831,Class B,2013-02-04,43.47104,-95.12505
41700,Class B,2013-07-23,42.10722,-94.01338
44740,Class B,1970-09-27,43.00499,-91.17154
48388,Class B,2013-07-31,42.23576,-94.91264
56106,Class B,2013-06-30,40.66972,-95.68422
57358,Class B,2013-08-15,42.51633,-91.96428
9954,Class B,1974-09-14,46.2404,-115.2088
10960,Class B,2004-08-01,43.79615,-113.8441
13717,Class B,2001-09-01,44.14765,-114.9221
13768,Class B,1997-08-19,44.2548,-112.6467
13828,Class B,2006-02-10,48.15585,-116.1842
15120,Class B,1972-10-01,47.0615,-116.322
15206,Class B,2005-10-06,47.85001,-116.6079
15416,Class B,2004-06-19,44.14555,-115.3106
15621,Class B,2006-06-27,45.16792,-115.8405
18050,Class B,2000-08-01,44.9625,-114.655
18958,Class B,2008-04-12,43.61015,-111.4418
20221,Class B,2000-12-31,48.25206,-116.0969
24224,Class B,1981-08-01,47.6835,-116.211
24693,Class B,2008-08-19,48.33,-116.71
25056,Class B,1979-10-20,44.9166,-116.4873
28386,Class B,2003-06-21,42.35635,-111.5212
29020,Class B,2009-11-01,44.35978,-115.8596
30868,Class B,2010-06-15,47.61947,-116.9945
56257,Class B,2013-06-06,44.62801,-115.2019
63726,Class B,2008-05-15,47.96905,-116.5499
65779,Class B,2009-10-07,44.45853,-116.2853
2901,Class B,1978-05-01,39.115,-89.952
2992,Class B,2001-05-16,40.3752,-91.3883
3018,Class B,2001-08-16,37.5,-88.3461
3300,Class B,1975-12-06,38.04813,-89.30435
5742,Class B,2004-11-27,37.1142,-89.1979
6820,Class B,2004-11-14,40.04505,-90.1498
10879,Class B,2000-05-06,38.94564,-87.97622
11121,Class B,2003-06-14,41.86395,-89.34285
11295,Class B,1984-11-17,42.075,-88.53872
12836,Class B,2005-10-06,40.61,-89.585
12919,Class B,1986-11-15,41.6,-90.1
13070,Class B,2005-11-18,37.63,-88.55
14802,Class B,2006-05-29,37.61404,-88.50061
15019,Class B,2006-06-21,41.625,-88.4375
15393,Class B,2006-07-28,37.61095,-88.9319
15844,Class B,2005-10-01,40.1527,-87.7424
15895,Class B,1977-12-31,37.72735,-88.9487
18059,Class B,1998-09-26,39,-89
18584,Class B,2007-10-15,38.0985,-89.4205
23760,Class B,1978-04-02,37.78048,-89.45728
25704,Class B,2007-09-22,37.52127,-88.65912
25924,Class B,2008-11-26,37.228,-88.7476
26039,Class B,2008-05-13,42.17577,-88.09506
26874,Class B,2009-09-24,40.65639,-89.04518
27042,Class B,2009-12-18,38.90123,-89.80123
27146,Class B,2010-01-05,40.63267,-90.28404
27387,Class B,2010-02-28,41.90703,-89.41539
27692,Class B,2010-05-05,40.82944,-89.73378
28370,Class B,1978-08-01,39.65749,-89.56981
28525,Class B,2010-11-02,41.63243,-87.76622
28569,Class B,2008-12-27,40.5634,-89.95824
28679,Class B,2011-01-04,41.89011,-88.18031
28713,Class B,2009-09-15,40.63281,-89.99568
29227,Class B,2011-05-03,37.2276,-88.7584
29241,Class B,1999-10-09,39.75616,-88.62624
29448,Class B,2011-02-03,42.1551,-88.2886
29495,Class B,2011-06-15,39.66676,-89.68079
29612,Class B,2011-06-23,39.6395,-89.66525
29836,Class B,2011-07-02,41.207,-88.01345
30510,Class B,2011-08-14,40.8365,-89.599
30601,Class B,2011-09-07,41.63243,-87.76622
30645,Class B,1997-10-11,39.02775,-90.4049
31062,Class B,2011-06-16,40,-90
31419,Class B,2011-12-08,38.9241,-89.53419
32196,Class B,1972-09-04,38.74784,-90.14547
32634,Class B,2011-06-28,39.62,-89.6845
33040,Class B,2010-11-18,40.1348,-90.6757
33264,Class B,2012-01-23,41.73534,-90.22054
33426,Class B,2007-01-06,39.09109,-87.80624
34919,Class B,2000-03-15,38.3778,-88.07554
34980,Class B,1985-07-06,41.26155,-89.03049
35206,Class B,2010-10-02,38.18881,-88.83003
35593,Class B,2012-05-29,41.63039,-87.86476
36567,Class B,2009-08-06,37.92017,-88.98228
36702,Class B,1977-10-22,40.82546,-88.50196
38032,Class B,2012-11-09,41.29077,-88.66103
38765,Class B,1999-07-03,40.48724,-90.19624
39084,Class B,2013-01-16,39.40458,-87.7313
39098,Class B,2012-10-04,39.73333,-89.61281
39851,Class B,2010-08-14,41.53346,-87.75156
39852,Class B,1977-09-26,38.74784,-90.14547
40120,Class B,2013-03-01,37.61335,-89.15173
40474,Class B,2011-08-02,37.18404,-89.36896
40475,Class B,1965-10-02,41.96925,-89.38184
40714,Class B,2013-03-23,40.55179,-90.7771
40841,Class B,2011-07-16,39.83627,-89.65926
40842,Class B,1975-10-11,37.68393,-89.48825
40995,Class B,2009-07-15,40.45428,-90.78947
41907,Class B,1986-01-11,39.74652,-90.17844
42547,Class B,1973-06-08,38.09052,-90.06338
42730,Class B,1968-05-04,38.92993,-90.53175
50155,Class B,1969-07-12,40.61182,-90.01651
7239,Class B,2005-01-26,40.9847,-86.911
10284,Class B,2004-06-12,38.4191,-86.23506
14845,Class B,2006-05-30,38.43235,-86.19055
15119,Class B,2006-07-06,39.2152,-86.05825
15374,Class B,2006-07-02,38.1579,-87.41805
15926,Class B,1990-07-01,40.7219,-85.5045
23537,Class B,1982-08-01,39.06565,-85.01295
24862,Class B,1992-10-20,38.73725,-85.84489
25237,Class B,2008-12-01,39.74356,-86.81714
25869,Class B,2006-08-01,39.72848,-86.93636
27274,Class B,2009-07-01,39.9347,-87.08955
27976,Class B,2010-07-10,40.38335,-87.0796
28453,Class B,1975-10-01,39.98705,-85.3149
28797,Class B,2002-07-01,40.74765,-85.57069
28861,Class B,2009-10-22,39.02502,-86.49139
29386,Class B,2010-10-05,38.39027,-85.95914
29674,Class B,2006-10-01,39.04744,-86.38894
29891,Class B,2011-07-09,39.3804,-86.4324
46063,Class B,2001-07-15,38.02847,-85.57882
113,Class B,1975-10-01,37.44208,-95.35479
739,Class B,2000-10-14,37.641,-98.12825
1327,Class B,1998-05-24,37.7715,-97.424
5532,Class B,2001-08-17,37.7684,-94.97862
5623,Class B,1982-06-05,37.4253,-94.7844
7558,Class B,2005-01-08,39.3716,-94.9
10797,Class B,2005-02-26,39.1441,-95.488
11493,Class B,2005-04-26,39.06381,-95.74633
26790,Class B,1984-08-15,38.76635,-95.70296
35287,Class B,2012-05-05,38.37558,-97.58336
36746,Class B,2011-07-15,39.14519,-96.35309
38143,Class B,2004-04-15,37.3901,-97.56253
38362,Class B,2009-04-15,38.1814,-97.56185
55789,Class B,2013-07-15,38.5735,-94.477
62405,Class B,1995-06-16,37.274,-94.93115
1433,Class B,2000-08-15,37.2402,-87.40585
1850,Class B,1983-01-15,38.33885,-82.89059
2385,Class B,1971-08-01,38.14415,-85.89175
2389,Class B,1995-08-01,38.16205,-82.643
2429,Class B,1986-07-01,37.2731,-83.49205
3269,Class B,1978-08-17,37.41098,-85.26247
4624,Class B,1992-12-25,37.49993,-82.353
6632,Class B,2005-02-04,37.1496,-86.0163
9407,Class B,1984-01-14,37.28205,-83.21735
10765,Class B,1975-08-09,37.3817,-86.1358
15767,Class B,2006-07-12,37.689,-85.359
16896,Class B,1996-01-16,38.53082,-82.70584
22941,Class B,2002-04-15,36.772,-86.1425
23730,Class B,1978-11-15,37.7755,-85.67188
24948,Class B,2008-10-22,37.83438,-83.69043
25257,Class B,2008-10-15,36.89771,-83.16293
26036,Class B,2003-09-01,37.19822,-82.81679
27184,Class B,2010-01-14,38.63813,-85.00044
27323,Class B,2009-10-13,37.65805,-83.79678
27399,Class B,2000-08-15,37.3141,-87.64487
27545,Class B,2010-03-26,37.22604,-82.74595
27589,Class B,2010-04-13,38.11509,-82.70393
30596,Class B,1993-09-30,36.88494,-82.89404
30814,Class B,1967-01-15,37.31413,-82.13403
31824,Class B,2012-01-04,38.03338,-82.44214
32377,Class B,2010-11-14,36.8817,-84.0821
33097,Class B,1982-08-08,38.33527,-83.41575
35456,Class B,2012-04-05,37.55379,-86.35931
36229,Class B,2012-08-12,38.25861,-85.03827
36230,Class B,2011-11-20,38.24361,-85.03827
37750,Class B,2012-11-16,38.73854,-84.63702
41776,Class B,2012-03-20,36.8066,-86.5549
1278,Class B,1980-11-15,30.8346,-92.64896
1516,Class B,1979-06-15,32.4197,-93.4386
4552,Class B,2001-01-28,30.96745,-91.0955
12087,Class B,1997-01-04,30.509,-90.6763
23882,Class B,1976-07-14,32.45763,-93.36627
24413,Class B,1925-10-14,31.08774,-91.84467
25548,Class B,1991-06-01,30.85052,-89.81163
28954,Class B,2010-02-15,31.41787,-92.28034
8972,Class B,1979-07-13,42.12697,-70.97559
20562,Class B,1977-12-15,41.73125,-70.48792
20670,Class B,2000-11-25,42.17865,-70.75587
25364,Class B,2009-05-17,41.60551,-70.97708
25719,Class B,2009-11-17,41.83664,-70.89049
28017,Class B,2010-11-08,42.54334,-71.80123
28667,Class B,2011-08-14,42.08179,-72.82665
38386,Class B,2000-10-01,42.12302,-72.89154
65734,Class B,1998-04-02,42.32359,-72.43863
10687,Class B,1972-08-15,39.01142,-76.53862
10778,Class B,1994-08-15,39.21564,-77.4608
12601,Class B,2005-09-14,38.81639,-76.54514
24952,Class B,2008-05-01,39.11378,-76.811
25137,Class B,1999-04-15,38.63295,-75.80465
29330,Class B,1989-05-15,39.64819,-78.32549
30634,Class B,2011-05-14,39.6946,-76.6691
8259,Class B,1970-11-15,46.1333,-68.8405
475,Class B,2005-07-15,46.71195,-85.38834
3007,Class B,2001-02-15,42.285,-83.59014
3388,Class B,2001-11-15,47.232,-88.16361
3525,Class B,1972-02-25,46.52889,-85.49639
5137,Class B,2002-07-20,46.87111,-89.31389
5694,Class B,1986-07-15,46.01278,-86.81917
7181,Class B,2003-05-01,41.79639,-84.4587
7272,Class B,2003-11-07,44.6375,-83.51418
7275,Class B,1994-07-16,43.103,-86.075
7386,Class B,1974-12-15,42.0288,-86.5153
7800,Class B,2000-07-15,44.82167,-84.47611
8351,Class B,1999-06-19,42.15965,-83.55718
9544,Class B,2004-08-31,42.36639,-83.86097
9568,Class B,1982-09-15,43.60667,-85.27652
10889,Class B,1984-02-11,44.64535,-85.77714
14828,Class B,1995-06-01,41.80832,-84.20835
15150,Class B,2006-07-09,44.53665,-84.16389
15514,Class B,1984-10-01,44.5976,-86.09081
17175,Class B,1995-11-15,44.4887,-85.93575
17348,Class B,2007-01-19,46.34445,-87.3459
17939,Class B,2006-07-11,45.9796,-86.0221
19223,Class B,2006-11-20,44.091,-86.42896
19838,Class B,2007-06-20,42.4637,-85.95915
19936,Class B,2004-01-22,46.52545,-87.5034
19961,Class B,2007-06-14,46.4722,-86.5367
20043,Class B,2007-06-01,46.159,-86.611
20579,Class B,1996-11-17,46.2803,-88.7751
21916,Class B,1969-07-01,41.80205,-85.84005
21969,Class B,2006-10-01,44.56215,-83.78585
24033,Class B,2008-06-15,45.33075,-85.23538
24620,Class B,1974-07-30,42.2375,-83.67
24695,Class B,2008-09-25,44.45835,-85.6667
25768,Class B,1993-02-07,41.77945,-85.99374
26196,Class B,2000-10-01,44.16985,-85.63835
26617,Class B,2011-05-19,44.62,-83.62335
27037,Class B,2006-05-15,44.34035,-84.00156
28023,Class B,2011-07-14,42.43235,-84.2915
28805,Class B,1982-06-25,44.66666,-85.79052
28897,Class B,1944-07-01,46.35503,-86.97
28945,Class B,2010-08-15,43.2725,-85.2515
29549,Class B,1960-10-31,46.10294,-88.45181
29636,Class B,1980-06-27,44.98276,-83.84937
30089,Class B,1962-11-15,44.1708,-86.10335
30789,Class B,2011-11-03,45.1365,-83.5175
31121,Class B,2011-11-14,44.398,-84.4445
31302,Class B,1979-07-15,43.4245,-86.353
31592,Class B,1989-11-01,43.857,-85.30701
32594,Class B,2012-01-09,43.83165,-84.41335
32976,Class B,2008-12-03,44.685,-85.433
34312,Class B,2006-08-15,43.689,-86.376
34990,Class B,2001-07-15,44.2055,-83.95399
35224,Class B,2009-06-15,45.0635,-83.9205
35437,Class B,2012-05-14,43.577,-85.293
35671,Class B,1979-10-01,43.153,-85.5995
35753,Class B,2012-06-10,42.19,-86.36
35868,Class B,2009-09-15,41.972,-83.3595
36355,Class B,2012-06-15,43.265,-84.94099
37448,Class B,1968-11-15,44.377,-84.4995
37652,Class B,2000-06-15,43.5345,-86.29
37797,Class B,2010-08-01,44.73109,-86.11156
38902,Class B,2013-01-08,45.31915,-84.30746
38946,Class B,2013-02-05,44.41775,-84.5914
39578,Class B,2012-12-26,44.71466,-85.44922
39785,Class B,2011-11-19,42.17291,-84.10373
40106,Class B,2013-03-12,44.68,-84.01165
40223,Class B,2013-04-06,44.12,-84.50999
41770,Class B,2013-07-31,44.68047,-83.61314
42056,Class B,2013-09-02,44.83369,-85.72845
43145,Class B,2005-10-22,45.78247,-87.326
43519,Class B,2012-04-05,44.25533,-85.9222
43889,Class B,2012-03-15,45.22039,-84.21035
44387,Class B,2001-07-16,45.74023,-87.09378
44437,Class B,2012-07-15,46.25,-89.5
45976,Class B,2000-09-01,42.20901,-84.53098
48073,Class B,2013-07-13,45.7457,-87.87157
55573,Class B,1976-06-15,43.55,-86.325
9796,Class B,1977-09-03,46.69303,-92.49979
10620,Class B,2005-02-06,47.8764,-95.0168
14493,Class B,1983-11-23,47.4914,-94.57375
14942,Class B,2006-06-06,47.3304,-94.1211
17545,Class B,2006-06-20,47.323,-93.9137
17900,Class B,2007-02-23,46.3725,-92.83521
18221,Class B,2007-03-11,48.0607,-90.58915
19655,Class B,2007-06-10,46.3666,-92.84309
23367,Class B,1978-11-04,48.52579,-96.28425
24089,Class B,2008-06-21,47.1589,-94.83755
24426,Class B,2008-08-11,46.67197,-94.80162
24794,Class B,1989-04-22,45.95602,-94.87069
27028,Class B,2004-06-01,46.02361,-92.88618
27676,Class B,2009-10-18,47.51591,-92.6349
28935,Class B,1986-05-17,48.1784,-92.12065
29435,Class B,2009-07-11,47.31732,-93.28008
33137,Class B,1978-09-01,46.78149,-93.81888
35281,Class B,2011-08-22,48.13826,-92.2895
40293,Class B,2013-03-03,47.65885,-93.75745
40316,Class B,1975-10-01,46.73252,-94.68516
42295,Class B,2013-06-28,48.1316,-92.296
42596,Class B,2013-04-09,48.8572,-96.0073
43973,Class B,2013-08-18,46.06195,-90.0545
44793,Class B,2011-08-11,47.39974,-94.41713
717,Class B,1981-08-01,36.63621,-93.31413
1100,Class B,1983-05-15,38.7437,-94.2633
1115,Class B,1954-06-30,38.441,-91.6284
1116,Class B,1998-11-20,38.46253,-93.91737
1132,Class B,1976-09-01,39.1405,-91.419
2451,Class B,1986-05-31,37.5562,-90.2488
3667,Class B,2001-07-20,37.54661,-93.41
4116,Class B,2000-04-21,37.7664,-93.5395
5059,Class B,1973-04-04,39.445,-91.07
5064,Class B,1990-10-19,37.27,-91.985
5123,Class B,2004-11-19,36.7548,-92.1527
6656,Class B,2004-11-21,36.73,-93.51
6775,Class B,2004-12-05,38.11203,-91.1569
10445,Class B,2004-07-01,38.4971,-90.7212
11453,Class B,2005-04-15,37.63169,-91.41383
11823,Class B,1989-01-14,38.21719,-90.50072
12054,Class B,1983-10-15,38.586,-94.286
14150,Class B,2006-03-17,36.71418,-93.25712
14467,Class B,2008-01-22,37.18124,-94.47345
15236,Class B,2006-06-18,37.2306,-91.30804
20677,Class B,2002-10-09,38.40685,-90.7
21660,Class B,2007-01-09,38.01223,-91.64719
24102,Class B,1932-01-01,39.80751,-94868400
24767,Class B,1991-11-15,37.19201,-93.73122
25026,Class B,2009-03-09,36.3881,-93.1073
25874,Class B,2008-07-04,36.7279,-93.6383
26306,Class B,2009-09-25,36.50787,-94.2319
26694,Class B,2009-09-24,37.66643,-90.86792
26919,Class B,2009-11-24,38.4063,-90.7357
27023,Class B,2004-07-13,39.08817,-92.31901
27261,Class B,2007-11-18,36.57869,-90.21339
27341,Class B,1977-03-15,37.5656,-92.1426
27800,Class B,2010-05-25,37.18847,-90.52135
30159,Class B,1989-11-18,38.11468,-91.06547
33872,Class B,2012-02-22,37.8322,-95.32129
36407,Class B,2012-09-04,37.50983,-92.22327
38339,Class B,2012-11-15,39.20894,-94.2908
39615,Class B,2007-11-15,36.4504,-92.2428
39835,Class B,2013-02-12,39.03445,-94.10855
40015,Class B,2012-10-24,37.84239,-94.60359
40548,Class B,2012-09-21,37.91544,-94.32079
41195,Class B,2013-05-19,38.524,-94.1927
48156,Class B,1978-12-13,37.48743,-93.86594
48655,Class B,1997-08-15,37.93125,-91.33569
50534,Class B,1973-07-01,38.16811,-92.79309
50717,Class B,2010-06-01,37.99225,-91.42575
55225,Class B,1997-11-12,36.589,-93.3945
2376,Class B,2001-09-08,30.38345,-88.72985
8429,Class B,1997-10-12,30.46825,-89.6918
13347,Class B,1981-08-15,32.31255,-88.65135
35789,Class B,2010-10-21,32.09515,-88.68893
39764,Class B,2013-02-16,34.735,-88.26655
562,Class B,1990-11-10,47.07954,-112.5649
1518,Class B,1994-09-30,46.18694,-113.6925
1533,Class B,1981-12-20,47.07444,-111.9625
1757,Class B,1988-12-15,46.05292,-112.571
10260,Class B,1978-07-04,48.27011,-115.6418
10357,Class B,2005-01-23,46.75889,-114.08
