time,shape,duration_hours_min,date,latitude,longitude
4:00:00 AM,disk,30 minutes +-,1/7/00,39.214712,-121.481844
6:54:00 PM,circle,5 minutes,1/7/00,42.1583333,-71.1452778
10:00:00 PM,formation,3 minutes,1/7/00,41.3525,-73.0088889
11:30:00 PM,light,3-5 min.,1/7/00,38.6055556,-89.6819444
7:00:00 PM,sphere,15 minutes,12/20/00,41.9833333,-71.3333333
6:45:00 AM,oval,15min aprox,1/7/00,46.417003,-122.753327
1:30:00 PM,sphere,30 seconds,2/16/00,47.4538889,-122.3205556
5:00:00 PM,light,3min.,1/7/00,45.5236111,-122.675
8:00:00 PM,disk,20 minutes,1/7/00,39.7047222,-105.0808333
10:20:00 PM,diamond,3-5 minutes,1/7/00,42.480115,-84.543187
6:42:00 PM,circle,2 seconds,12/2/00,49.25,-123.133333
8:22:00 AM,cross,35-100 seconds,12/9/00,32.7425,-117.0305556
5:30:00 PM,fireball,1 minute,12/2/00,19.876165,75.343314
7:00:00 PM,triangle,10min,2/16/00,38.647351,-121.351147
9:00:00 PM,light,less than 5 minutes,12/20/00,42.6158333,-70.6625
10:50:00 PM,triangle,5 seconds,12/9/00,40.866487,-73.035662
11:00:00 PM,changing,a few hours,2/16/00,32.7152778,-117.1563889
6:30:00 AM,light,7 minutes,1/7/00,39.6569444,-87.3980556
7:00:00 AM,diamond,4 hr.,1/7/00,43.3733333,-89.6233333
7:30:00 AM,formation,5-7min,1/7/00,40.7608333,-111.8902778
10:05:00 AM,flash,minute,1/7/00,34.5036111,-93.055
7:00:00 PM,unknown,40min,6/21/00,40.7141667,-74.0063889
7:14:00 PM,triangle,15 seconds,2/16/00,41.4819444,-74.9863889
7:15:00 PM,light,2 min,1/7/00,32.3808333,-106.4788889
10:30:00 PM,other,12 seconds,1/7/00,30.4505556,-91.1544444
12:00:00 AM,disk,10mins,12/2/00,-16.92304,145.766251
5:00:00 PM,other,5 minutes,1/7/00,47.1302778,-119.2769444
5:20:00 PM,sphere,40 seconds,1/7/00,35.2225,-97.4391667
11:50:00 PM,disk,15 seconds,12/2/00,14.083333,-87.216667
8:30:00 PM,changing,1 hour,12/2/00,-23.55052,-46.633309
8:08:00 PM,circle,5 seconds,2/16/00,52.3,-1.116667
4:00:00 AM,light,1 hour -maybe,1/7/00,39.36069,-74.435443
7:45:00 AM,oval,10 min.,1/7/00,47.4927778,-112.3913889
9:00:00 PM,circle,2 minutes,1/7/00,25.7738889,-80.1938889
11:24:00 PM,triangle,10 seconds,1/7/00,41.0997222,-80.6497222
11:55:00 PM,triangle,10-15 min,1/7/00,35.9297222,-86.1816667
11:00:00 PM,light,15 minutes,3/16/00,-33.46912,-70.641997
4:00:00 AM,light,1 hour+,1/7/00,36.1658333,-86.7844444
11:40:00 AM,oval,10 seconds,1/7/00,41.1688889,-82.2180556
7:30:00 PM,triangle,10 minutes,1/7/00,33.6680556,-117.3263889
7:30:00 PM,cigar,2 min,1/7/00,28.9669444,-98.4783333
7:30:00 PM,chevron,30-35 sec.,1/7/00,41.7002778,-73.9213889
10:30:00 PM,triangle,3-4 secs.,8/19/00,38.7430556,-94.8252778
1:17:00 AM,light,2 hours,1/7/00,40.625,-76.0608333
5:17:00 AM,cigar,25-30 seconds,1/7/00,31.554606,74.357158
6:45:00 AM,unknown,10-15sec.,1/7/00,38.4191667,-82.4452778
5:00:00 PM,triangle,6:00 min,1/7/00,39.535,-119.7516667
6:12:00 PM,unknown,10 - 15 seconds,1/7/00,45.6388889,-122.6602778
7:00:00 PM,light,40 seconds +/-,1/7/00,37.2152778,-93.2980556
7:30:00 PM,fireball,15 seconds,2/23/00,34.155212,-92.59876
8:00:00 PM,light,45 minutes,1/7/00,26.3583333,-80.0833333
8:00:00 PM,light,15-20 sec.s,1/7/00,29.9544444,-90.075
8:25:00 PM,light,3 hours and still going,1/7/00,40.717854,-73.774262
8:25:00 PM,light,1 or more hours,1/7/00,40.717854,-73.774262
9:00:00 PM,unknown,about 3 hours,1/7/00,40.7266667,-115.585
10:30:00 PM,unknown,1-1/2 minutes,1/7/00,45.5236111,-122.675
11:00:00 PM,circle,1\2 hour,6/6/00,-27.56056,151.953857
11:30:00 PM,triangle,10 secs,1/7/00,32.7152778,-117.1563889
12:00:00 AM,light,30minutes,1/7/00,33.359341,-111.45003
12:00:00 AM,light,30 min+,1/7/00,43.2344444,-70.81
5:35:00 AM,other,5:50,1/7/00,25.8572222,-80.2783333
9:30:00 PM,diamond,2 hours,1/7/00,44.9430556,-123.0338889
10:35:00 PM,cone,5 min,2/23/00,33.9966667,-77.9075
2:00:00 AM,unknown,1-2 minutes,4/26/00,32.7833333,-96.8
5:00:00 AM,disk,20 minutes,7/29/00,41.7886111,-89.6961111
5:13:00 AM,fireball,30min,1/7/00,41.5102778,-112.0147222
4:28:00 PM,disk,2 minutes,12/2/00,5.976474,116.115777
8:00:00 PM,triangle,5 min.,3/7/00,41.973312,-88.298937
11:05:00 PM,fireball,1 minute,7/11/00,28.0391667,-81.95
4:15:00 AM,NULL,30-45min +,1/22/00,33.5441667,-84.2338889
5:00:00 AM,unknown,20 minutes,2/16/00,29.3302778,-99.2794444
5:50:00 PM,chevron,10 min,1/7/00,39.7391667,-104.9841667
7:20:00 PM,light,10-15 sec.,1/7/00,38.4191667,-82.4452778
9:45:00 PM,other,15 seconds,1/7/00,22.396428,114.109497
12:09:00 AM,unknown,30 to 45 sec,1/22/00,35.6833333,-85.77
7:30:00 PM,sphere,5  seconds,1/7/00,43.1961111,-73.6522222
5:45:00 PM,triangle,under 1 min,12/2/00,30.3672222,-89.0927778
12:30:00 AM,circle,5 min,12/2/00,46.5,-80.966667
7:30:00 PM,unknown,2-5 minutes,1/7/00,38.7891667,-90.3225
8:30:00 PM,circle,10 seconds,5/3/00,27.9938889,-82.2197222
11:20:00 PM,circle,1 minute,1/22/00,42.32,-89.0580556
11:30:00 PM,light,3-5 minutes,3/16/00,42.2711111,-89.0938889
11:42:00 PM,formation,1 minute,1/7/00,32.8383333,-116.9730556
11:47:00 PM,other,10mins,1/22/00,37.594932,-120.95771
11:48:00 PM,changing,3 min,1/7/00,37.594932,-120.95771
11:50:00 PM,light,1min,7/11/00,-28.00029,153.430878
11:59:00 PM,fireball,16 minutes,1/7/00,33.8816667,-118.1161111
2:15:00 AM,NULL,1hrs 45min,2/16/00,43.1547222,-77.6158333
7:30:00 PM,fireball,approx. 41/2 hrs,12/2/00,38.1302778,-121.2713889
11:05:00 AM,disk,2 to 3 min.,2/16/00,38.2325,-122.6355556
5:30:00 PM,disk,45 min plus,12/9/00,33.4483333,-112.0733333
6:30:00 PM,oval,about 2 or 3 mins,2/16/00,34.09,-117.8894444
6:50:00 PM,disk,5 minutes,2/16/00,34.0922222,-117.4341667
7:10:00 PM,other,5sec,12/9/00,41.1305556,-85.1288889
10:00:00 PM,light,2 seconds,12/9/00,32.7833333,-96.8
10:05:00 PM,circle,25 minutes,12/9/00,37.9780556,-122.03
11:20:00 PM,formation,5 minutes,12/9/00,47.4066667,-122.0375
11:30:00 PM,cigar,1 min,12/9/00,50.833333,-1.6
11:30:00 PM,cylinder,5 secounds,12/9/00,38.6272222,-90.1977778
10:00:00 PM,disk,5 minutes,7/11/00,34.0522222,-118.2427778
3:20:00 PM,cylinder,20 minutes,7/23/00,30.5786111,-97.8527778
1:10:00 AM,changing,10-20 mins,2/16/00,53.716667,-0.333333
7:30:00 AM,teardrop,15 secounds,12/9/00,40.6677778,-75.6075
2:30:00 PM,unknown,2-3 seconds,12/9/00,47.3075,-122.2272222
7:00:00 PM,flash,15 to 20 min.,12/9/00,36.8672222,-91.9141667
9:40:00 PM,other,10-15 minutes,12/9/00,43.0386111,-78.8644444
9:25:00 PM,NULL,1-1.5 min,12/2/00,43.666667,-79.416667
5:45:00 AM,cone,1 minute,1/7/00,34.2447222,-84.8522222
6:30:00 PM,unknown,5 seconds,1/22/00,37.2455556,-88.3605556
3:27:00 PM,other,seconds,12/20/00,48.2555556,-121.6002778
5:10:00 PM,light,2 minutes,12/9/00,45.5236111,-122.675
7:40:00 PM,triangle,1 minute,12/9/00,45.0941667,-93.3561111
8:03:00 PM,unknown,4  minutes,12/9/00,34.1741667,-97.1433333
8:15:00 PM,other,1 1/2 - 2 minutes,12/9/00,34.4838889,-114.3216667
9:30:00 PM,cigar,14 secs.,2/16/00,47.8569444,-121.6958333
9:40:00 PM,NULL,6 minit,2/16/00,46.341547,2.601991
4:00:00 AM,unknown,30 seconds,12/9/00,40.1294444,-86.6066667
4:55:00 AM,light,25 minutes,12/9/00,43.0202778,-78.8805556
6:45:00 AM,disk,10 minutes,8/5/00,41.0041667,-92.3736111
12:30:00 PM,unknown,15 seconds,12/9/00,38.2544444,-104.6086111
7:10:00 PM,light,4 minutes,2/16/00,33.7591667,-118.0058333
7:37:00 PM,fireball,8to15sec.,3/16/00,47.6063889,-122.3308333
9:00:00 PM,triangle,05 minutes,3/7/00,27.5872222,-82.4252778
9:11:00 PM,teardrop,10-15 seconds,2/16/00,41.2586111,-95.9375
9:30:00 PM,triangle,5 minutes,12/20/00,54.911944,-1.383333
9:45:00 PM,other,3 min,2/16/00,35.686975,-105.937799
2:24:00 PM,disk,3 minutes,12/2/00,43.866667,-79.033333
6:45:00 PM,triangle,5 minutes,1/7/00,30.0472222,-90.6897222
9:30:00 PM,disk,45 seconds,12/2/00,52.266667,-113.8
8:50:00 AM,cylinder,5 minutes,12/20/00,38.584329,-108.073096
12:00:00 PM,triangle,30 min.,2/16/00,34.033344,-118.037011
6:30:00 PM,light,10 sec,2/16/00,34.09,-117.8894444
7:40:00 PM,fireball,10 minutes,2/16/00,47.5963889,-120.6602778
8:00:00 PM,light,15-20 minutes,2/16/00,40.7452778,-86.7647222
10:30:00 PM,rectangle,10 mins,12/9/00,-31.95224,115.861397
7:30:00 PM,chevron,5 minutes,1/7/00,38.8986111,-92.1233333
12:00:00 AM,fireball,2 seconds,2/16/00,45.4177778,-122.4577778
7:30:00 AM,cylinder,20 minutes,2/16/00,45.4872222,-122.8025
7:09:00 PM,oval,app. 18 min,12/9/00,33.3527778,-111.7883333
7:15:00 PM,light,apx 15 sec,2/16/00,38.3397222,-122.7
8:00:00 PM,light,2 hrs. to ?,12/20/00,39.0305556,-82.8244444
8:40:00 PM,circle,5-6 min.,2/16/00,34.61,-112.315
8:58:00 PM,sphere,about 30 seconds,2/16/00,33.5225,-117.7066667
6:00:00 PM,sphere,10 minutes,6/6/00,34.3988889,-119.5175
9:00:00 PM,changing,20 mins,6/6/00,51.896892,-8.486316
10:30:00 PM,light,15-20 min,1/7/00,32.2502778,-101.4783333
1:30:00 AM,diamond,2 hours,12/2/00,53.2,-105.75
2:00:00 AM,triangle,1 hour,12/2/00,53.2,-105.75
7:30:00 AM,cross,1-2 min.,2/16/00,47.495658,-121.786777
10:00:00 AM,fireball,5 minutes,5/11/00,47.4538889,-122.3205556
1:00:00 PM,cylinder,15min,2/16/00,45.4872222,-122.8025
6:00:00 PM,light,45 seconds,12/20/00,32.4205556,-104.2283333
7:30:00 PM,light,15 minutes,12/9/00,33.4222222,-111.8219444
9:00:00 PM,triangle,1.3,12/20/00,40.6952778,-80.305
5:25:00 AM,sphere,5-10 seconds,2/16/00,33.8302778,-116.5444444
10:30:00 AM,circle,2 minutes,2/16/00,41.1222222,-80.3330556
11:15:00 PM,triangle,:15,2/16/00,37.775,-122.4183333
10:21:00 PM,circle,8 mins,2/16/00,33.1191667,-117.0855556
1:00:00 PM,fireball,13:30,7/11/00,35.0525,-78.8786111
7:30:00 AM,other,10 min max,12/20/00,32.7919444,-115.5622222
3:18:00 PM,cigar,3-4 minutes,1/22/00,36.4241667,-89.0569444
9:30:00 PM,light,30 seconds to 1 minute,1/7/00,38.6880556,-83.6094444
10:43:00 PM,light,3 seconds,1/7/00,39.5297222,-119.8127778
9:00:00 PM,cigar,5 min,4/15/00,29.6708333,-83.3877778
9:30:00 PM,fireball,30 minutes,1/22/00,31.8272222,-99.4261111
11:35:00 PM,triangle,5 minutes,12/9/00,38.5161111,-90.2102778
12:00:00 AM,sphere,5 mins,9/17/00,41.7,-71.4166667
5:00:00 PM,fireball,15 seconds,6/6/00,33.888629,35.495479
2:00:00 AM,oval,5hours,7/11/00,45.5236111,-122.675
4:00:00 AM,other,1:00-02:00-,2/16/00,38.6366667,-90.0255556
4:15:00 AM,changing,approx.4-5 minutes,1/7/00,38.597271,-89.751762
4:25:00 AM,triangle,45seconds,2/16/00,38.8113889,-89.9530556
5:00:00 AM,triangle,1:30 m,1/22/00,42.2494444,-71.0666667
9:50:00 AM,cylinder,6 second,1/7/00,40.0288889,-75.6211111
7:55:00 PM,triangle,5 minutes,1/7/00,32.2836111,-83.4722222
10:45:00 PM,triangle,10  min,2/23/00,42.3286111,-88.1988889
5:45:00 AM,unknown,aprox 2min,1/22/00,33.064253,-96.752382
10:25:00 AM,cigar,15 seconds,1/22/00,39.9625,-76.7280556
3:00:00 PM,chevron,4 minutes,2/16/00,37.775,-122.4183333
4:00:00 PM,teardrop,1.5hrs,1/22/00,39.2988889,-96.8305556
10:00:00 PM,fireball,6 sec,1/22/00,33.8125,-84.6344444
10:00:00 PM,NULL,5 seconds,12/2/00,42.6105556,-71.2347222
2:10:00 PM,triangle,5 min,1/22/00,35.2269444,-80.8433333
4:20:00 PM,unknown,10 min.,1/22/00,36.175,-115.1363889
7:00:00 PM,unknown,15 minutes,2/16/00,38.7072222,-121.28
9:35:00 PM,fireball,0:10,1/22/00,41.9438889,-85.6325
9:40:00 PM,formation,30/40 seconds,3/16/00,40.3061111,-121.0047222
11:00:00 PM,triangle,4to5min,1/22/00,32.3666667,-86.3
7:00:00 PM,disk,5 seconds,4/1/00,32.2216667,-110.9258333
7:30:00 PM,NULL,3 min.,12/2/00,39.7286111,-121.8363889
4:45:00 PM,formation,1:00,1/22/00,28.6275,-81.3633333
5:00:00 PM,changing,3-4 minutes,1/22/00,41.794367,-73.398311
5:00:00 PM,light,~ 45 mins,1/22/00,28.6275,-81.3633333
12:20:00 AM,light,10-15 minutes,1/22/00,36.115131,-115.17275
3:30:00 PM,light,2mins,4/26/00,52.166667,-2.166667
5:30:00 PM,sphere,2 minutes,1/22/00,34.0522222,-118.2427778
7:07:00 PM,circle,3 seconds,1/22/00,32.3361111,-81.3916667
9:50:00 PM,fireball,2 seconds,1/22/00,39.0638889,-108.55
1:00:00 AM,light,3 mins,12/20/00,69.649205,18.955324
4:20:00 AM,other,8 seconds,6/21/00,47.6816667,-122.2075
7:30:00 PM,fireball,8 minutes,2/16/00,27.8713889,-81.7152778
11:00:00 AM,cigar,10 min.,1/7/00,33.4483333,-112.0733333
8:15:00 PM,light,20 mins.,2/23/00,42.2711111,-89.0938889
9:00:00 PM,formation,15 minutes,2/23/00,42.2711111,-89.0938889
9:15:00 PM,fireball,10-15 minutes,2/23/00,42.2711111,-89.0938889
10:00:00 PM,other,2 minutes,12/9/00,29.7630556,-95.3630556
10:15:00 PM,cigar,3 seconds,3/16/00,44.9444444,-93.0930556
12:15:00 AM,disk,5+ minutes,12/2/00,31.812438,-106.421321
10:00:00 PM,triangle,15-20 min,12/9/00,42.9075,-72.0630556
9:30:00 PM,triangle,30min,2/16/00,29.1869444,-82.1402778
10:00:00 AM,chevron,30 seconds,4/1/00,29.7630556,-95.3630556
11:00:00 PM,circle,10 minutes,12/2/00,-40.914234,175.00838
6:20:00 PM,oval,20 minutes,4/26/00,47.9130556,-122.0969444
5:00:00 PM,circle,10-15 minutes,2/23/00,42.94053,-78.869791
8:00:00 PM,fireball,5-10 minutes,2/23/00,28.019735,-81.610977
8:45:00 PM,fireball,3 sec,2/23/00,26.1219444,-80.1436111
10:00:00 PM,sphere,15min,2/23/00,42.2711111,-89.0938889
2:00:00 AM,circle,10 minutes,8/5/00,44.9430556,-123.0338889
6:42:00 PM,light,45 sec.,2/16/00,48.2766667,-116.5522222
9:30:00 PM,circle,20minutes,9/21/00,46.0441667,-95.2911111
5:20:00 AM,diamond,30 min,9/17/00,42.2458333,-84.4013889
4:26:00 PM,sphere,1 min,2/16/00,33.4463889,-92.1738889
6:00:00 PM,light,20min,2/16/00,11.96735,121.924759
8:15:00 PM,sphere,2-3seconds,12/9/00,38.5366667,-82.6830556
8:00:00 PM,other,35-40min,4/15/00,34.61,-112.315
1:38:00 AM,egg,1 minute,2/27/00,40.767499,-73.833079
4:30:00 PM,fireball,4 seconds,2/16/00,33.5091667,-111.8983333
7:11:00 PM,teardrop,0:05,2/23/00,46.5030556,-92.6883333
8:00:00 PM,other,10 minutes,7/11/00,34.7463889,-92.2894444
9:20:00 PM,egg,10 minutes,2/23/00,40.4811111,-82.5408333
10:00:00 AM,changing,5 minutes,1/7/00,51.535746,-0.081394
4:45:00 AM,circle,5 minutes,2/23/00,34.0708333,-112.15
6:35:00 PM,formation,13 min.,2/23/00,41.4036111,-95.0136111
9:05:00 PM,light,1.5 min,2/23/00,47.6063889,-122.3308333
9:30:00 PM,changing,1 hour,2/23/00,42.2711111,-89.0938889
9:30:00 PM,circle,20 min,2/23/00,42.2711111,-89.0938889
9:30:00 PM,circle,21:45,2/23/00,42.2711111,-89.0938889
9:30:00 PM,circle,10-15mins,2/23/00,42.2711111,-89.0938889
9:30:00 PM,fireball,15 minutes,2/23/00,42.2711111,-89.0938889
9:30:00 PM,triangle,25 min,2/23/00,42.2711111,-89.0938889
9:30:00 PM,triangle,15 minutes,2/23/00,42.2711111,-89.0938889
9:30:00 PM,light,10 min,2/23/00,42.2711111,-89.0938889
10:00:00 PM,rectangle,30 seconds,2/23/00,30.6283333,-94.6316667
10:00:00 PM,light,5 minutes,2/23/00,41.4666667,-86.4830556
10:15:00 PM,sphere,15-20 minutes,2/23/00,42.2711111,-89.0938889
10:15:00 PM,other,1hr30mn,6/6/00,44.0777778,-93.5072222
6:30:00 PM,triangle,15 seconds,2/23/00,47.3075,-122.2272222
7:00:00 PM,disk,40-sec.,2/23/00,42.2711111,-89.0938889
7:35:00 PM,light,20 minutes,3/16/00,43.6275,-89.7708333
8:00:00 PM,light,ten seconds,12/2/00,46.24,-63.21
9:30:00 PM,chevron,30 seconds,2/23/00,39.7841667,-74.9925
7:00:00 PM,light,5 minutes,2/23/00,34.1477778,-118.1436111
8:00:00 PM,fireball,4 min,2/23/00,34.61,-112.315
10:00:00 PM,triangle,5 min total,2/27/00,30.3319444,-81.6558333
10:50:00 PM,light,2minutes,2/23/00,33.9627778,-91.9591667
1:30:00 PM,rectangle,30 seconds,2/23/00,39.9527778,-105.1680556
2:18:00 PM,light,5 seconds,2/23/00,25.7738889,-80.1938889
6:24:00 PM,triangle,15-20seconds,2/23/00,39.4452778,-83.8286111
7:05:00 PM,light,10 seconds,2/23/00,47.4538889,-122.3205556
9:15:00 PM,other,half hour or so,2/23/00,37.0583333,-120.8488889
10:30:00 PM,changing,10 seconds,2/23/00,30.6283333,-94.6316667
11:00:00 PM,changing,5 seconds,2/23/00,47.2530556,-122.4430556
1:04:00 PM,cylinder,30secs/1min+,2/27/00,39.3291667,-82.1013889
6:00:00 PM,oval,1 minute,2/23/00,28.5380556,-81.3794444
9:45:00 PM,unknown,over an hour,2/23/00,44.8530556,-88.7880556
9:05:00 PM,sphere,2 minutes,12/2/00,49.316667,-123.066667
6:00:00 PM,other,2 seconds,2/23/00,38.1302778,-121.2713889
7:43:00 PM,fireball,< 10 sec,2/23/00,44.5647222,-123.2608333
7:43:00 PM,fireball,20 sec,2/23/00,42.225,-121.7805556
8:40:00 PM,cylinder,30 sec,2/23/00,34.2575,-88.7033333
9:45:00 PM,disk,<2 seconds,2/23/00,37.3797222,-122.1363889
11:30:00 PM,light,2 mins,2/27/00,51.256817,-1.129562
12:00:00 AM,diamond,2 min,2/16/00,46.295656,-122.783297
5:00:00 PM,changing,20 minutes,2/16/00,40.8305556,-73.6391667
6:00:00 PM,other,5 minutes,3/7/00,46.7380556,-119.9016667
7:00:00 PM,NULL,30 seconds,2/16/00,47.6063889,-122.3308333
7:33:00 PM,NULL,each a few seconds,2/16/00,33.9325,-114.005
7:49:00 PM,other,aprox. 2 min,2/16/00,47.6063889,-122.3308333
7:49:00 PM,other,3 min,2/16/00,47.6063889,-122.3308333
8:00:00 PM,cigar,20 seconds,2/16/00,47.3811111,-122.2336111
8:00:00 PM,chevron,2 minutes,2/16/00,47.6063889,-122.3308333
9:30:00 PM,other,5-7 minutes,2/16/00,34.5811111,-113.2038889
7:00:00 PM,other,20 minutes,12/2/00,38.8663889,-83.1875
6:00:00 AM,cylinder,10 min,2/23/00,34.61,-112.315
6:00:00 AM,cylinder,10 min.,2/23/00,34.61,-112.315
6:00:00 AM,cylinder,10 min.,2/23/00,34.61,-112.315
7:00:00 PM,light,40 seconds,2/27/00,41.2230556,-111.9730556
1:15:00 AM,sphere,13 mins.,12/2/00,44.233333,-76.483333
8:18:00 AM,cone,30-40 sec,2/23/00,60.5544444,-151.2583333
10:00:00 PM,other,20 minutes,2/23/00,60.173324,24.941025
10:55:00 PM,triangle,aprox.15 min,4/26/00,32.7291667,-82.72
1:15:00 AM,disk,one second,2/27/00,34.7302778,-86.5861111
8:30:00 PM,light,2 hours,3/7/00,30.0380556,-82.9402778
8:30:00 PM,triangle,five mins,2/27/00,30.4380556,-84.2808333
9:55:00 PM,teardrop,1.5 mins approx,2/27/00,53.75,-2.016667
11:00:00 PM,light,15 minutes,3/7/00,34.0983333,-118.3258333
2:00:00 AM,light,2 hours&#44approx.,3/7/00,39.8905556,-84.1988889
6:29:00 AM,egg,1 minute,2/27/00,43.0202778,-78.8805556
5:18:00 PM,circle,5 sec,2/27/00,35.9938889,-78.8988889
7:20:00 PM,light,7 minutes,3/7/00,38.1375,-102.85
11:30:00 PM,light,~10 min,2/27/00,41.5822222,-85.8344444
5:23:00 PM,sphere,15seconds,12/2/00,51.583333,-111.516667
6:00:00 PM,light,10 min,12/2/00,38.5491667,-75.2461111
7:30:00 PM,triangle,3 minutes,3/7/00,41.85,-87.65
8:40:00 PM,unknown,15 seconds,2/27/00,-31.95224,115.861397
9:15:00 PM,cigar,10 seconds,3/7/00,39.1652778,-86.5263889
11:00:00 PM,light,10-15 mins,7/11/00,45.5236111,-122.675
9:00:00 PM,light,2 minutes,2/16/00,43.8013889,-91.2394444
4:05:00 PM,circle,20mins,12/2/00,62.45,-114.35
5:15:00 AM,chevron,10 min,3/7/00,36.8527778,-75.9783333
11:00:00 AM,light,2sec,3/7/00,26.625,-81.625
2:00:00 PM,sphere,5 min.,3/7/00,36.2819444,-118.0055556
7:30:00 PM,circle,3 seconds,3/7/00,42.5311111,-88.5994444
8:05:00 PM,disk,6 mins,3/7/00,51.211198,-1.491923
9:30:00 PM,light,30 min.,3/7/00,41.3830556,-71.6422222
10:00:00 PM,egg,3 mins.,3/7/00,47.0075,-122.9080556
10:00:00 PM,triangle,2-3 minutes,12/2/00,45.583333,-72
10:40:00 PM,light,2 minutes,3/7/00,38.005,-121.8047222
2:45:00 AM,other,< 2min.,2/16/00,33.415,-111.5488889
7:00:00 AM,light,10 min.,2/16/00,46.2752778,-122.9063889
6:32:00 PM,teardrop,5 minutes,2/16/00,33.0183333,-80.1758333
7:10:00 PM,triangle,2 minutes,2/23/00,34.4163889,-79.3713889
7:45:00 PM,light,10 min,2/16/00,28.9022222,-82.5927778
8:00:00 PM,unknown,5-8seconds,2/16/00,34.1072222,-118.0569444
2:00:00 AM,triangle,2 minutes,4/1/00,39.9019444,-75.3502778
9:30:00 PM,circle,15 minutes,2/16/00,34.61,-112.315
5:55:00 AM,light,5 seconds,2/16/00,36.0247222,-78.4747222
7:30:00 PM,light,1.5 minutes,2/16/00,47.0380556,-122.8994444
7:40:00 PM,triangle,2 min.,2/16/00,29.7630556,-95.3630556
8:30:00 PM,circle,2 min.,2/16/00,34.54,-112.4677778
9:30:00 PM,circle,3 min.,2/16/00,34.61,-112.315
9:30:00 PM,formation,20 minutes,2/16/00,34.61,-112.315
10:40:00 PM,other,1 second,2/16/00,41.665,-86.0758333
11:59:00 PM,fireball,approx 3 seconds,7/11/00,32.8369444,-97.0816667
7:30:00 PM,light,15 minutes,2/16/00,38.7613889,-120.5855556
11:45:00 PM,teardrop,15-20 minutes at the most,1/7/00,36.0397222,-114.9811111
1:00:00 AM,light,1 hour,12/2/00,52.3,-121.116667
7:30:00 PM,other,5-10 sec.,2/27/00,36.175,-115.1363889
10:30:00 PM,unknown,5 minutes,2/16/00,43.8013889,-91.2394444
5:30:00 AM,triangle,about 1 minute,2/16/00,38.8905556,-90.1841667
11:00:00 AM,other,10secs,3/7/00,-36.38047,145.398666
1:00:00 PM,other,15 minutes,2/16/00,35.1477778,-114.5675
7:35:00 PM,light,30 minutes,2/23/00,27.4952778,-81.4411111
7:40:00 PM,fireball,5 min,2/27/00,32.8961111,-109.8269444
9:00:00 PM,triangle,15 minutes,4/1/00,42.9872222,-85.0711111
8:00:00 PM,triangle,~30 seconds,12/2/00,43.55,-80.25
12:30:00 AM,circle,2-3 min.,2/16/00,34.61,-112.315
4:00:00 AM,light,15 min,2/16/00,34.2783333,-119.2922222
5:15:00 AM,triangle,5 minutes,2/16/00,42.1583333,-71.1452778
9:10:00 AM,circle,3 minutes,2/23/00,33.740047,-118.287004
5:15:00 PM,fireball,1.5 hours,2/16/00,27.5955556,-81.5063889
5:40:00 PM,oval,12 minutes,2/16/00,34.1722222,-118.3780556
6:00:00 PM,disk,2 seconds,2/23/00,34.1425,-118.2541667
7:07:00 PM,fireball,1 minute,2/16/00,47.6063889,-122.3308333
7:30:00 PM,other,10 minutes,2/16/00,29.4238889,-98.4933333
11:00:00 PM,circle,30 seconds,4/1/00,41.4813889,-73.2136111
6:15:00 PM,triangle,5 minutes,2/16/00,44.1333333,-73.0794444
6:50:00 PM,other,5.min?,2/16/00,47.4811111,-118.2533333
7:10:00 PM,light,5 seconds,2/16/00,40.7616667,-73.3297222
7:30:00 PM,other,1/2 hr apx.,2/16/00,32.2216667,-110.9258333
8:25:00 PM,unknown,1 minute,2/16/00,38.9516667,-92.3338889
8:30:00 PM,light,1 minute,2/16/00,32.4697222,-98.6786111
8:45:00 PM,oval,1-2 minutes,2/16/00,46.44,-122.8455556
9:00:00 PM,changing,45 minutes,4/1/00,48.9161111,-117.7805556
9:03:00 PM,sphere,3-4 sec.,2/16/00,33.6680556,-117.3263889
10:00:00 PM,circle,2-3 seconds,2/16/00,47.6063889,-122.3308333
10:12:00 PM,NULL,15 minutes,2/16/00,34.61,-112.315
12:45:00 AM,triangle,several minutes,3/16/00,41.083575,-75.084476
10:30:00 PM,NULL,a good 5 min.,9/17/00,45.4555556,-112.1961111
6:00:00 PM,circle,5:00,7/11/00,33.9791667,-118.0319444
3:00:00 AM,disk,2hrs,3/16/00,33.915554,-84.516388
6:00:00 PM,light,10 min.,4/15/00,39.5994444,-110.81
7:20:00 PM,light,5 seconds,3/16/00,44.5302778,-69.2983333
8:58:00 PM,diamond,30 minutes,3/16/00,42.2711111,-89.0938889
9:15:00 PM,light,15-20 min.,4/1/00,42.2711111,-89.0938889
9:43:00 PM,triangle,4 minutes,3/16/00,40.4233333,-78.4341667
3:33:00 PM,disk,3 mins,4/1/00,51.068785,-1.794472
3:30:00 AM,unknown,10-15 secs,3/16/00,27.590521,-80.40655
12:30:00 PM,triangle,1 minute,4/26/00,30.6941667,-88.0430556
4:30:00 PM,sphere,8 sec+-,3/16/00,29.7630556,-95.3630556
7:00:00 PM,circle,5 minutes,3/16/00,38.7072222,-121.28
7:04:00 PM,light,6 minutes,3/16/00,38.6447222,-121.2711111
7:10:00 PM,egg,12 seconds,12/2/00,50.95,0.733333
7:45:00 PM,fireball,5 min,4/1/00,38.6786111,-121.2247222
