time,shape,duration_hours_min,date,latitude,longitude
7:30:00 PM,fireball,30-60secs,2/16/00,38.597626,-80.454903
7:40:00 PM,light,20 sec.,2/16/00,40.8336111,-75.7141667
8:00:00 PM,formation,30 seconds,1/22/00,43.0125,-83.6875
8:35:00 PM,light,30 seconds,1/7/00,38.9780556,-122.8383333
9:05:00 PM,fireball,45sec to 1 min,8/19/00,42.2411111,-88.3161111
11:15:00 PM,chevron,3-5 minutes,1/22/00,38.9516667,-92.3338889
12:00:00 AM,other,3 sec.,12/2/00,35.1186111,-120.5897222
8:00:00 PM,sphere,15 minutes,12/2/00,34.0341667,-94.5747222
11:00:00 PM,fireball,4-5 seconds,12/2/00,47.3075,-122.2272222
11:03:00 PM,other,5  seconds,12/2/00,47.9791667,-122.2008333
11:08:00 PM,circle,3 to 4 seconds,12/2/00,44.3936111,-122.9836111
5:55:00 PM,cigar,20-30 seconds,3/16/00,46.4855556,-88.8938889
9:30:00 PM,sphere,10 - 15 min,12/2/00,43.316667,-81.75
2:00:00 AM,triangle,30 seconds,6/6/00,37.9736111,-122.53
5:45:00 PM,triangle,4 min,12/2/00,43.433333,-79.666667
6:00:00 PM,rectangle,5 minutes,12/2/00,42.8947222,-70.8716667
6:30:00 PM,light,about 3 hours,12/20/00,43.0905556,-73.4991667
7:30:00 PM,other,2 minutes,12/2/00,42.5777778,-121.865
8:18:00 PM,light,2 sec,12/2/00,46.1880556,-123.83
8:45:00 PM,changing,10min,12/2/00,41.6555556,-74.6897222
10:16:00 PM,other,7 seconds,12/2/00,34.0952778,-118.1261111
9:00:00 PM,delta,15 min.,4/26/00,34.9158333,-85.1091667
6:30:00 PM,light,1 minute,12/2/00,34.1477778,-118.1436111
6:45:00 PM,triangle,less than a minute,12/2/00,38.7013889,-90.1486111
7:30:00 PM,light,1.5 to 2 minutes,12/2/00,60.716667,-135.05
8:00:00 PM,light,about 10 minutes,12/2/00,37.9063889,-122.0638889
10:15:00 PM,disk,about 7 miniutes,12/2/00,28.6672222,-99.1702778
11:59:00 PM,unknown,10 minutes,12/2/00,41.2586111,-95.9375
11:00:00 PM,NULL,4-5 min.,12/2/00,31.5544444,-110.3030556
3:00:00 AM,oval,15 seconds,12/2/00,40.6805556,-73.4747222
4:30:00 AM,fireball,10 seconds +,12/2/00,45.709384,-109.542119
4:35:00 PM,teardrop,two minutes,12/2/00,40.4277778,-74.4163889
5:00:00 PM,other,15min,12/9/00,42.7694444,-71.0763889
5:30:00 PM,light,2-3 minutes,12/2/00,36.4275,-84.9319444
5:58:00 PM,other,30 seconds,12/9/00,38.0494444,-122.1575
6:00:00 PM,triangle,5 minutes,12/2/00,32.9341667,-97.0777778
6:00:00 PM,circle,1 hour +,12/2/00,43.78444,-88.787868
9:15:00 PM,formation,30-45 sec,12/2/00,38.9536111,-94.7333333
10:00:00 PM,disk,10 minutes,12/2/00,38.8902778,-77.0844444
10:00:00 PM,sphere,2hrs.,12/2/00,30.2419444,-93.2505556
5:30:00 AM,disk,10 seconds,1/7/00,40.4188889,-80.5897222
10:00:00 PM,unknown,10 min,9/17/00,16.054407,108.202167
1:00:00 AM,oval,5 min.,12/2/00,43.1,-79.05
2:00:00 PM,oval,7 minutes,7/11/00,22.396428,114.109497
8:00:00 PM,disk,15 sec.,2/23/00,33.8491667,-118.3875
11:30:00 PM,diamond,5 minutes,2/16/00,42.1486111,-72.6083333
7:00:00 AM,circle,25-35 sec`s,2/16/00,37.6791667,-95.4569444
2:00:00 AM,triangle,4 minutes,7/11/00,37.4458333,-88.305
12:01:00 AM,sphere,2 minutes,3/7/00,40.7141667,-74.0063889
12:23:00 AM,light,15 sec,1/7/00,32.7152778,-117.1563889
12:45:00 AM,changing,1 minute,4/1/00,12.725493,-61.323937
2:13:00 AM,other,10 sec,2/16/00,29.665784,-95.019373
3:00:00 AM,light,10 sec.,1/7/00,40.3611111,-83.7597222
2:45:00 PM,light,1 min. 30 sec.,1/7/00,42.3702778,-87.9019444
4:20:00 PM,light,15 minutes,1/7/00,37.775,-122.4183333
8:30:00 PM,flash,5 seconds,1/7/00,29.7630556,-95.3630556
9:35:00 PM,sphere,10 sec,1/22/00,29.7630556,-95.3630556
7:00:00 PM,other,5 min,1/7/00,45.3566667,-122.8388889
3:30:00 AM,triangle,30 minutes,4/1/00,39.6066667,-75.8336111
12:00:00 AM,diamond,4 minutes,1/7/00,34.2255556,-77.945
11:00:00 PM,cylinder,1:30,12/2/00,46.5,-80.966667
12:15:00 PM,changing,3 minutes,12/2/00,38.0291667,-78.9452778
3:00:00 PM,egg,10 seconds,12/2/00,39.7686111,-94.8463889
8:30:00 PM,triangle,20minutes,12/2/00,33.4483333,-112.0733333
10:30:00 PM,fireball,6 seconds,12/2/00,30.3933333,-86.4958333
11:00:00 PM,flash,1/2 hour,12/2/00,43.6227778,-87.7944444
8:00:00 PM,circle,5 min,12/2/00,43.4675,-85.9419444
5:07:00 AM,light,2 min,12/2/00,33.8141667,-86.8094444
1:54:00 PM,disk,8 minutes,12/20/00,35.1894444,-114.0522222
2:15:00 PM,other,5min,12/2/00,67.259184,15.391632
5:30:00 PM,light,30+  minutes,12/2/00,35.3658333,-120.8488889
6:00:00 PM,unknown,5 min.,12/2/00,33.7597222,-87.1833333
6:30:00 PM,triangle,10 min,12/2/00,53.916667,-122.766667
8:00:00 PM,other,1-2 seconds,12/2/00,47.0380556,-122.8994444
10:30:00 PM,triangle,1 minute,12/2/00,43.666667,-79.416667
12:30:00 AM,light,15 to 20 minutes,7/11/00,43.193852,-71.572395
10:00:00 PM,disk,20seconds,6/6/00,42.7861111,-112.8536111
1:00:00 AM,disk,4-5hrs,12/2/00,42.2613889,-94.0683333
1:31:00 AM,disk,1 min 30 sec,12/2/00,34.0522222,-118.2427778
5:30:00 AM,circle,5 sec&#44,12/2/00,45.1386111,-90.34
6:20:00 PM,triangle,2 minutes,1/22/00,47.9130556,-122.0969444
7:30:00 PM,triangle,30 seconds,12/2/00,33.4669444,-117.6972222
7:45:00 PM,disk,3 minutes,12/2/00,40.8066667,-74.1858333
7:50:00 PM,disk,6 minutes,12/2/00,40.9413889,-73.9597222
8:30:00 PM,formation,2 minutes,12/2/00,38.2325,-122.6355556
9:30:00 PM,triangle,15 minutes,12/2/00,46.2113889,-119.1361111
11:30:00 PM,fireball,2-3 min,2/16/00,27.4986111,-82.575
8:30:00 AM,cigar,about 2 minutes,12/2/00,50.183333,-98.316667
12:00:00 PM,light,40+ minutes,12/2/00,42.2458333,-84.4013889
2:00:00 PM,disk,30 secs.,12/2/00,-28.868483,153.560001
5:15:00 PM,light,7 minutes,12/9/00,47.6777778,-116.7794444
7:50:00 PM,fireball,10 minutes,12/2/00,-34.424,150.893448
8:40:00 PM,triangle,30 seconds,12/20/00,36.0725,-79.7922222
10:15:00 PM,triangle,1.5 minutes,12/2/00,41.2586111,-95.9375
8:00:00 PM,other,5 minutes,6/21/00,36.7544444,-98.3563889
7:00:00 PM,cigar,10 minutes,6/6/00,22.0783333,-159.3219444
10:00:00 PM,triangle,22:05,2/16/00,37.6455556,-91.5358333
6:15:00 PM,cigar,10 seconds,1/7/00,38.4997222,-86.0119444
7:56:00 PM,disk,08:01pm ((5 min.  )),12/9/00,36.7477778,-119.7713889
1:03:00 AM,light,4 sec,12/2/00,47.6063889,-122.3308333
6:30:00 AM,triangle,4 minutes,12/2/00,41.6436111,-83.4869444
6:15:00 PM,other,1-2 minutes,12/2/00,40.2361111,-74.0011111
6:20:00 PM,light,45minutes,12/9/00,44.1319444,-91.7186111
6:37:00 PM,cigar,3 minutes,12/2/00,32.895764,-105.980156
6:40:00 PM,light,19:00,12/2/00,31.0558333,-97.4641667
7:45:00 PM,other,5 sec,12/9/00,27.8002778,-97.3961111
8:06:00 PM,triangle,4 minutes,12/2/00,40.6641667,-73.7088889
9:30:00 PM,circle,about 15 min,12/2/00,33.7488889,-84.3880556
9:30:00 PM,formation,15-20 minutes,12/2/00,33.7488889,-84.3880556
10:00:00 PM,circle,1 1/2 hours,12/2/00,43.0044444,-71.3488889
10:00:00 PM,light,15min.,12/2/00,33.9022222,-118.0808333
10:45:00 PM,oval,30 minutes,12/2/00,33.7488889,-84.3880556
1:24:00 AM,circle,10 seconds,12/9/00,42.0527778,-88.5480556
5:52:00 PM,triangle,20-30 seconds,12/2/00,39.7391667,-104.9841667
11:00:00 PM,fireball,a few seconds,12/2/00,36.9772222,-121.8983333
11:15:00 PM,triangle,4 minutes,12/2/00,-37.813938,144.963425
11:30:00 PM,light,5sec,12/2/00,51.5,-0.583333
4:25:00 AM,disk,3 minutes,12/2/00,31.968599,-99.901813
9:00:00 PM,light,5 min,9/17/00,41.5963889,-73.9113889
1:00:00 AM,diamond,30 secsonds,12/2/00,51.733333,0.483333
1:25:00 AM,sphere,1 minute,12/9/00,40.6638889,-74.2111111
3:00:00 AM,unknown,1.5 hours,12/2/00,33.58,-85.0766667
2:35:00 PM,sphere,8 minutes,12/2/00,36.0525,-95.7905556
7:30:00 PM,light,10 seconds,12/2/00,34.2163889,-119.0366667
10:00:00 AM,circle,30 seconds,9/21/00,42.6333333,-71.3166667
12:00:00 AM,light,2 hours,12/2/00,36.3125,-95.6158333
4:00:00 AM,light,8min,12/2/00,32.8472222,-117.2733333
9:00:00 PM,circle,10 min.,12/2/00,36.5877778,-84.1269444
9:15:00 PM,unknown,5min,12/2/00,26.092299,-97.957224
9:30:00 PM,other,5 hours,12/2/00,46.0927778,-88.6422222
8:00:00 PM,unknown,5-10 minutes,12/20/00,47.6588889,-117.425
8:00:00 PM,chevron,2 min,9/17/00,35.3413889,-89.8972222
7:11:00 AM,fireball,20 mins,12/2/00,64.963051,-19.020835
11:00:00 AM,diamond,40sec,12/2/00,52.167603,22.290164
7:00:00 PM,disk,1 minute,12/2/00,34.7697222,-84.9702778
8:03:00 PM,egg,2 mts,12/2/00,46.5927778,-112.0352778
10:08:00 PM,fireball,5 seconds,12/2/00,35.7452778,-81.685
6:35:00 PM,egg,90 seconds.,7/23/00,36.840349,-91.744701
4:30:00 PM,sphere,1 minute,12/2/00,43.15,-79.5
2:14:00 AM,circle,.08 sec.,12/2/00,44.0522222,-123.0855556
9:00:00 AM,chevron,3 min,12/20/00,43.433333,-79.666667
6:42:00 PM,disk,35 seconds,12/2/00,25.9327778,-80.1627778
7:00:00 PM,light,5 to 6 seconds,12/2/00,40.6936111,-89.5888889
7:04:00 PM,triangle,30-40 sec,12/2/00,33.4483333,-112.0733333
9:00:00 PM,fireball,30min,12/2/00,46.2113889,-119.1361111
9:30:00 PM,circle,3 minutes,12/2/00,44.8897222,-93.3497222
10:15:00 PM,fireball,5 seconds,12/2/00,38.7297222,-120.7975
1:40:00 AM,fireball,3 seconds,12/2/00,45.583333,-72
5:00:00 PM,light,4 minutes,2/23/00,34.6216667,-118.4130556
3:46:00 AM,triangle,2 or 3 mins.,12/2/00,45.3566667,-122.8388889
4:30:00 AM,unknown,5 minutes,12/2/00,34.99,-91.7366667
7:00:00 PM,disk,10 minutes,1/7/00,40.2125,-78.9291667
7:00:00 AM,disk,few minutes,9/21/00,26.2466667,-98.4811111
9:00:00 PM,unknown,30 seconds,1/22/00,32.525,-93.75
2:00:00 AM,light,approx. 5 minutes,12/2/00,13.960106,122.541582
10:15:00 PM,cone,7 min&#39s,12/2/00,44.783333,-75.366667
6:30:00 AM,triangle,45 min,12/2/00,43.866667,-79.266667
5:30:00 AM,circle,7 minutes,12/9/00,22.088139,-159.337982
9:00:00 AM,chevron,3 minuets,12/20/00,43.433333,-79.666667
11:50:00 AM,oval,20 min.,12/2/00,27.273049,-80.358226
4:00:00 PM,fireball,10 seconds,12/9/00,49.25,-123.133333
6:45:00 PM,light,5min,12/9/00,43.0186111,-74.0319444
8:30:00 PM,disk,10 seconds,12/2/00,52.154738,-0.701378
2:12:00 AM,changing,30 minutes,12/2/00,45.901954,-115.723743
10:30:00 PM,circle,2 min,12/20/00,42.1605556,-84.2461111
2:00:00 AM,circle,app 1 hour,2/16/00,37.252526,-115.800413
12:45:00 AM,light,2-3 seconds,12/2/00,47.6063889,-122.3308333
3:00:00 AM,unknown,moments,1/22/00,30.3319444,-81.6558333
6:30:00 AM,light,2 min,1/22/00,36.410623,-92.662944
1:00:00 PM,triangle,2 minutes,12/2/00,36.2741667,-87.0641667
3:40:00 PM,unknown,9 minutes,12/2/00,43.3033333,-91.7855556
3:45:00 PM,circle,5 seconds,1/22/00,33.4483333,-112.0733333
4:50:00 PM,circle,5 minutes,12/2/00,44.0583333,-121.3141667
7:40:00 PM,triangle,3 minutes,12/2/00,39.1580556,-75.5247222
7:40:00 PM,triangle,3 minutes,12/2/00,39.1580556,-75.5247222
8:30:00 PM,unknown,1-3 minutes,12/2/00,33.6125,-117.7119444
10:30:00 PM,fireball,2 minutes,3/7/00,38.2541667,-85.7594444
10:35:00 PM,oval,30 minutes,12/2/00,40.5983333,-124.1561111
5:00:00 PM,disk,8 minutes,2/16/00,43.2136111,-77.9394444
5:00:00 AM,fireball,10 min,12/2/00,42.883333,-79.233333
12:05:00 PM,cone,7 minutes,12/2/00,53.533333,-113.916667
2:40:00 AM,unknown,15 minutes,12/2/00,34.0336111,-117.0422222
6:30:00 AM,disk,15 seconds,1/22/00,48.4213889,-122.3327778
9:23:00 AM,cigar,5 miutes or so,12/2/00,43.756551,-79.360779
12:25:00 PM,disk,2 mins,1/22/00,29.7630556,-95.3630556
1:45:00 PM,light,8 seconds,12/2/00,41.9291667,-72.6277778
6:00:00 PM,circle,10 min,12/2/00,44.4130556,-69.7294444
6:15:00 PM,circle,8 mins,12/2/00,44.716667,-75.516667
8:05:00 PM,light,1 hour,2/16/00,38.2541667,-85.7594444
8:45:00 PM,triangle,1 minute,12/2/00,33.5091667,-111.8983333
10:00:00 PM,light,120 seconds,12/2/00,26.443397,-82.111512
11:00:00 PM,sphere,15 min. plus,12/2/00,25.7738889,-80.1938889
1:30:00 AM,light,30 minutes,2/23/00,-14.599413,-28.673147
5:30:00 PM,sphere,30 min,2/16/00,37.9788889,-75.5313889
5:30:00 AM,light,1-2 minutes,9/17/00,29.2105556,-81.0230556
1:00:00 PM,disk,20 seconds,3/16/00,64.200841,-149.493673
3:30:00 AM,light,15 seconds,12/2/00,-37.813938,144.963425
5:00:00 PM,diamond,10 minutes,12/2/00,51.083333,-114.083333
1:00:00 AM,circle,20-25 min,12/2/00,33.5805556,-112.2366667
2:45:00 AM,NULL,3 hours,1/22/00,41.3325,-73.2077778
1:52:00 PM,circle,30 seconds,12/2/00,49.9,-119.483333
4:45:00 PM,formation,10 minutes,12/2/00,41.1305556,-85.1288889
6:00:00 PM,cigar,two min.,1/22/00,32.5005556,-94.7402778
6:00:00 PM,unknown,5-7min,2/27/00,38.6272222,-90.1977778
7:00:00 PM,circle,1 hour,1/22/00,29.7858333,-82.0316667
7:10:00 PM,oval,5 minutes,1/22/00,44.765,-69.7197222
8:00:00 PM,triangle,15 seconds,4/15/00,29.7630556,-95.3630556
8:15:00 PM,circle,15 min,4/1/00,-33.093373,151.588982
9:00:00 PM,light,2 minutes,9/17/00,24.861462,67.009939
10:00:00 PM,unknown,1 hour,1/22/00,29.7758333,-95.1144444
11:00:00 PM,circle,10 minutes,12/2/00,42.2916667,-85.5872222
1:30:00 AM,rectangle,5 min.,4/26/00,35.71,-86.3994444
1:30:00 AM,fireball,2sec,12/2/00,37.775,-122.4183333
1:10:00 PM,disk,3 min.,1/22/00,31.450463,-83.508497
6:00:00 PM,triangle,10sec,2/16/00,45.3933333,-93.8766667
7:00:00 PM,circle,~ 1 minute,1/22/00,38.545,-121.7394444
8:00:00 PM,egg,21 seconds,12/2/00,39.3677778,-94.3619444
8:50:00 PM,light,1-2 seconds,1/22/00,39.6416667,-77.7202778
9:00:00 PM,triangle,1.5 minutes,12/2/00,29.7630556,-95.3630556
9:00:00 PM,light,less than 10 secs,1/22/00,32.2041667,-82.3219444
9:30:00 PM,circle,2 minutes,12/2/00,41.6661111,-81.3397222
12:10:00 AM,other,<5sec and many mins,12/2/00,59.6425,-151.5483333
2:15:00 AM,triangle,one minute,12/2/00,39.5297222,-119.8127778
3:30:00 AM,light,0:10,12/2/00,40.3355556,-75.9272222
3:55:00 AM,light,3 to 4 minutes,12/2/00,41.4819444,-74.9863889
4:30:00 AM,unknown,10 minutes,1/22/00,37.1027778,-85.3063889
5:50:00 PM,disk,2-seconds,12/2/00,32.7833333,-96.8
6:05:00 PM,rectangle,6 sec,1/22/00,39.9522222,-75.1641667
6:20:00 PM,cone,20-30 sec.,1/22/00,39.5138889,-121.5552778
8:30:00 PM,cylinder,8 to 10 sec,1/22/00,45.8925,-111.5513889
10:10:00 PM,light,5 minutes,1/22/00,40.4405556,-79.9961111
12:30:00 AM,unknown,15 seconds,3/7/00,47.0380556,-122.8994444
6:15:00 PM,unknown,30 sec.,1/22/00,37.775,-122.4183333
6:20:00 PM,light,10+ mins,1/22/00,34.0522222,-118.2427778
7:38:00 PM,light,a few minutes,2/16/00,45.330951,-121.711465
1:00:00 AM,cylinder,20 seconds,6/21/00,35.4005556,-119.4686111
7:45:00 AM,NULL,10 min,2/16/00,58.3019444,-134.4197222
12:20:00 PM,other,5 minutes,12/2/00,47.6105556,-122.1994444
6:15:00 PM,fireball,5 min,1/22/00,41.7561111,-124.2005556
6:15:00 PM,oval,:30,1/22/00,38.80261,-116.419389
6:20:00 PM,light,6-10 min.,1/22/00,42.803455,-124.313501
6:25:00 PM,other,15 minutes,1/22/00,37.2266667,-121.9736111
6:30:00 PM,sphere,2 minutes,1/22/00,39.2475,-114.8877778
6:30:00 PM,light,30sec &amp; 5min,1/22/00,37.6625,-121.8736111
6:30:00 PM,light,1 minute,1/22/00,34.1866667,-118.4480556
6:39:00 PM,NULL,10 seconds,1/22/00,34.0522222,-118.2427778
7:15:00 PM,circle,15 minutes,12/2/00,33.3061111,-111.8405556
7:45:00 PM,unknown,1 minute,1/22/00,45.3,-122.7725
10:00:00 PM,fireball,5 minutes,12/2/00,38.5330556,-81.8936111
10:30:00 PM,other,5 minutes,12/2/00,40.2577778,-75.7266667
4:00:00 AM,cylinder,1-5 minutes,2/27/00,32.2730556,-89.9858333
7:50:00 PM,light,10 minutes,6/21/00,45.3466667,-75.77
2:00:00 AM,disk,5 minutes,6/6/00,42.9275,-123.28
8:00:00 PM,light,1.5 hours,2/16/00,37.6138889,-122.4858333
8:30:00 PM,circle,5 minutes,12/9/00,47.7291667,-102.6755556
12:05:00 AM,formation,more than 30 minutes/stil,12/2/00,21.3069444,-157.8583333
3:19:00 AM,egg,about a minute,1/22/00,26.6155556,-80.0572222
6:10:00 PM,unknown,2 sec,1/22/00,29.4236111,-95.2438889
10:30:00 PM,formation,10 minutes,1/22/00,51.683333,-0.166667
7:00:00 PM,disk,5 minutes or so,12/2/00,27.9011111,-81.5861111
3:00:00 PM,egg,20 min,1/22/00,42.9125,-71.125
7:00:00 PM,circle,20 minutes,1/22/00,43.797762,-88.003208
10:39:00 AM,circle,15 to 20 seconds,1/22/00,39.2086111,-81.1575
1:30:00 PM,disk,10 minutes,1/22/00,40.7608333,-111.8902778
5:07:00 PM,circle,4 seconds,1/22/00,45.2080556,-89.0238889
6:00:00 PM,fireball,5 sec.,1/22/00,39.9611111,-82.9988889
6:00:00 PM,light,1/2 hour,1/22/00,33.78,-118.2616667
9:30:00 PM,fireball,app. 1 min.,2/23/00,27.4986111,-82.575
9:35:00 PM,fireball,2min,2/23/00,27.4986111,-82.575
10:10:00 PM,triangle,within a 15 sec. span,2/16/00,29.7630556,-95.3630556
10:14:00 PM,diamond,45 seconds,1/22/00,29.7630556,-95.3630556
10:22:00 PM,other,approx 6 seconds,1/22/00,35.1494444,-90.0488889
10:30:00 PM,other,10 seconds,2/16/00,25.8572222,-80.2783333
10:50:00 PM,triangle,5 seconds,2/16/00,9.977844,-84.829421
11:10:00 PM,triangle,2 min,1/22/00,39.4688889,-76.2336111
11:15:00 PM,light,45 sec.,1/22/00,26.0027778,-80.2241667
3:32:00 PM,egg,3-4min.,1/7/00,45.685376,-121.516883
10:15:00 PM,triangle,3-4 minutes,1/22/00,38.9516667,-92.3338889
12:10:00 AM,unknown,5 minetes,12/20/00,35.2783333,-93.1336111
5:30:00 PM,triangle,5-7 seconds,12/20/00,36.175,-115.1363889
10:00:00 PM,other,5 minutes,12/20/00,28.7027778,-81.3386111
11:00:00 PM,circle,3-4 sec,12/2/00,46.3,-63.216667
6:00:00 PM,fireball,30sec,1/7/00,35.9380556,-77.7908333
12:01:00 AM,oval,25 seconds,12/20/00,34.0702778,-117.395
3:20:00 PM,NULL,1 minute,12/20/00,52.9,-0.633333
5:18:00 PM,unknown,3 minutes,12/20/00,41.1175,-73.4083333
10:45:00 PM,formation,2 minutes,12/20/00,47.36865,8.539183
11:45:00 PM,light,5 seconds,12/20/00,33.3527778,-111.7883333
4:00:00 AM,disk,1 minute?,4/15/00,34.0983333,-118.3258333
7:00:00 PM,rectangle,10 minutes?,6/6/00,35.0844444,-106.6505556
6:00:00 PM,fireball,seconds,3/7/00,32.3666667,-86.3
9:00:00 PM,light,3 minutes,12/2/00,48.3077778,-112.2488889
10:00:00 PM,triangle,3minutes,3/16/00,39.0911111,-94.4152778
1:00:00 AM,light,8 sec,6/6/00,69.753158,18.466054
3:30:00 AM,oval,15 minutes ?,12/20/00,41.7858333,-88.1472222
6:30:00 AM,fireball,10 to 20 seconds,2/23/00,44.7630556,-85.6205556
4:00:00 PM,changing,3 to 5 mins.,1/22/00,39.011902,-98.484246
9:55:00 PM,triangle,5 minutes,1/22/00,38.9516667,-92.3338889
10:00:00 PM,formation,10 seconds,4/1/00,43.0730556,-89.4011111
12:12:00 AM,triangle,15 seconds,2/16/00,10.157931,-67.99721
4:29:00 AM,fireball,5 seconds,12/9/00,22.2119444,-159.4122222
4:30:00 AM,fireball,10 seconds,12/9/00,22.2119444,-159.4122222
4:30:00 AM,flash,at least 2 sec.,12/9/00,21.9219444,-159.5094444
4:30:00 AM,unknown,5 minutes,12/9/00,21.9219444,-159.5094444
4:35:00 AM,light,5 seconds,12/9/00,21.9219444,-159.5094444
6:30:00 PM,unknown,+/- 1 minute,2/16/00,42.1816667,-87.8002778
7:20:00 PM,light,5 seconds,12/9/00,41.6833333,-86.25
10:43:00 PM,triangle,10 minutes,12/9/00,28.7027778,-81.3386111
9:00:00 PM,cigar,10 minutes,1/22/00,38.1986111,-92.6386111
6:35:00 AM,unknown,15-20 min.,12/20/00,37.3230556,-122.0311111
6:30:00 PM,unknown,20min,12/20/00,25.7738889,-80.1938889
11:10:00 PM,circle,7 secs,12/20/00,43.2080556,-71.5380556
3:40:00 PM,light,2 min.,1/7/00,44.314844,-85.602364
11:40:00 PM,fireball,few seconds,1/7/00,38.0666667,-103.2222222
6:50:00 PM,triangle,5-10 sec,12/20/00,39.0277778,-94.6555556
7:45:00 PM,disk,3 minutes,12/20/00,52.318362,1.273321
1:47:00 AM,other,approx.1 min.,1/7/00,35.1936111,-97.9522222
11:10:00 PM,circle,3-5 min.,8/19/00,40.3469444,-74.0647222
10:00:00 PM,light,0:15,7/23/00,34.3622222,-92.8127778
10:00:00 PM,sphere,20 seconds,12/2/00,43.666667,-79.416667
11:30:00 PM,triangle,1 minute,1/22/00,35.8533333,-79.5719444
7:30:00 PM,fireball,4 seconds,1/7/00,39.2125,-76.7138889
12:30:00 AM,disk,10 minutes,8/25/00,39.2902778,-76.6125
12:45:00 AM,unknown,10 seconds,12/2/00,45.5,-73.583333
10:30:00 PM,light,5 minutes,6/6/00,37.6738889,-80.8894444
7:10:00 AM,light,3 seconds,1/7/00,51.896892,-8.486316
7:00:00 PM,fireball,aprox. 8 seconds,2/16/00,29.7855556,-95.8241667
8:00:00 PM,circle,< 1 minute,1/7/00,41.2586111,-95.9375
4:05:00 AM,light,4 seconds,12/20/00,32.7152778,-117.1563889
9:00:00 AM,disk,1 minute,12/20/00,37.4419444,-122.1419444
4:20:00 PM,changing,10 min,12/20/00,40.7141667,-74.0063889
4:36:00 PM,sphere,60+ minutes,12/20/00,64.7511111,-147.3494444
6:25:00 PM,disk,10,12/20/00,40.6952778,-80.305
6:25:00 PM,disk,10,12/20/00,40.6952778,-80.305
10:30:00 AM,cylinder,10min.,1/22/00,36.0725,-79.7922222
7:45:00 PM,light,2 minutes (?),1/7/00,43.1836111,-89.2136111
8:00:00 PM,light,2 min,1/7/00,41.6258333,-74.5980556
9:30:00 PM,triangle,~5 mins,1/7/00,40.7763889,-73.4677778
10:00:00 PM,oval,lasted 2 hours,12/2/00,43.916667,-80.083333
12:20:00 AM,light,4 to 5 seconds,12/20/00,47.0530556,-122.2930556
7:00:00 PM,light,1 minute,12/20/00,32.2047222,-95.8552778
5:45:00 AM,light,5-7 min.,1/7/00,33.9525,-84.55
5:00:00 PM,changing,10 sec.,1/7/00,59.329323,18.068581
10:15:00 PM,other,1min.?,1/7/00,37.315326,-93.5852
11:15:00 PM,changing,15 min.,1/7/00,38.547133,-122.81638
6:00:00 PM,circle,10-15 minutes,12/20/00,38.4022222,-122.8227778
6:15:00 PM,chevron,3 to 4 seconds,12/20/00,40.3772222,-105.5211111
7:10:00 PM,light,35 minutes,12/20/00,41.6986111,-88.0683333
8:17:00 PM,light,1 minute,12/20/00,46.2113889,-119.1361111
8:40:00 PM,light,5 mins,12/20/00,30.4505556,-91.1544444
1:00:00 PM,oval,5 min,9/17/00,34.4436111,-118.6086111
12:25:00 AM,NULL,5 to 10 seconds,12/9/00,38.5366667,-82.6830556
10:30:00 PM,triangle,15 mins,1/22/00,40.633125,-89.398528
6:15:00 AM,circle,2 seconds,12/20/00,45.42,-73.64
7:00:00 AM,changing,10min.,12/20/00,46.577763,-94.365851
12:30:00 PM,light,3 minutes,12/20/00,51.514125,-0.093689
9:00:00 PM,triangle,15 sec.,12/20/00,37.4108333,-94.7047222
9:20:00 PM,light,a few seconds,12/20/00,34.2541667,-110.0291667
1:15:00 AM,disk,5 minutes,1/7/00,29.7630556,-95.3630556
6:30:00 PM,oval,1.5 min,1/7/00,47.3811111,-122.2336111
3:09:00 AM,changing,45 seconds,12/20/00,27.0438889,-82.2361111
4:00:00 PM,circle,15 seconds,12/20/00,42.0583333,-71.25
11:30:00 PM,light,20 minutes,12/20/00,38.6786111,-121.7722222
7:30:00 PM,light,2-3 secs,12/2/00,49.25,-123.133333
7:33:00 PM,fireball,3 seconds,1/22/00,33.5538889,-117.2130556
7:34:00 PM,light,5-10 seconds,1/7/00,46.2113889,-119.1361111
8:00:00 PM,light,10+minutes,1/7/00,39.5138889,-121.5552778
9:00:00 PM,rectangle,2 seconds,1/7/00,34.1486111,-118.3955556
9:30:00 PM,light,1:30,1/7/00,33.8444444,-117.7763889
9:30:00 PM,fireball,approx. 2-3 min.,1/7/00,34.0555556,-117.1816667
9:30:00 PM,fireball,8 seconds,1/7/00,33.4936111,-117.1475
9:33:00 PM,fireball,2 seconds,6/6/00,34.132247,-118.211726
9:35:00 PM,other,6-7 sec.,1/7/00,34.2438889,-116.9105556
9:35:00 PM,formation,5-10 sec,1/7/00,33.6633333,-116.3091667
9:35:00 PM,other,8 to 10 seconds,1/7/00,36.7080556,-119.555
9:36:00 PM,NULL,approx 10sec,1/7/00,34.0966667,-117.7188889
9:37:00 PM,disk,3 seconds,1/7/00,33.2,-117.2416667
9:40:00 PM,light,10 seconds,1/7/00,34.048157,-117.448666
9:40:00 PM,triangle,7 sec.,1/7/00,34.182578,-118.439676
9:50:00 PM,fireball,1 minute,1/7/00,34.1616667,-118.0519444
10:00:00 PM,light,15 seconds,1/7/00,33.7458333,-117.8252778
10:40:00 PM,chevron,10 seconds,1/7/00,34.1161111,-118.1494444
1:00:00 AM,light,10min.,1/22/00,41.2794444,-72.8155556
